667,Drop,Drop,1.Düşürmek Düşmek Bırakmak 2.Damla
668,Drug,Drag,İlaç Uyuşturucu
669,Drunk,Drank,Sarhoş
670,Dry,Dray,1.Kuru 2.Kurumak
671,Due,Düu,Kadar Vade(Borç)
672,Delicious,Dılişıs,Lezzetli
673,Delight,Dılayt,Hoşnutluk
674,Delightful,Dılaytful,Hoşnut Edici
675,Deliver,Delivır,Dağıtmak Dağıtım
676,Demand,Dimend,İstek Talep İhtiyaç
677,Demolish,Dımoliş,Yıkmak Parçalamak
678,Demonstrate,Demonstreyt,Açıkça Göstermek Demonstre Etmek
679,Demonstration,Demonstreyşın,Gösteri
680,Dentist,Dentist,Dişçi
681,Deny,Dınay,İnkar Etmek Yalanlamak
682,Depart,Dıpart,Ayrılmak
683,Department,Dıpartmınt,Bölüm Departman
684,Depend,Dıpend,Bağımlı Olmak İhtiyacı Olmak
685,Deposit,Dıpozıt,Depozit
686,Depress,Dıpres,Bunaltmak
687,Depth,Depth,Derinlik
688,Describe,Dıskrayb,Tanımlamak Betimlemek
689,Desert,Dezırt,1.Çöl 2.Terk Etmek(Haksız Yere)
690,Deserve,Dızörv,Hakketmek Layık Olmak
691,Design,Dızayn,Dizayn
692,Desire,Dızayr,Arzu
693,Dull,Dal,1.Aptal 2.Kapalı Sıkıcı
694,Dust,Dast,Toz
695,Duty,Düuti,1.Görev 2.Gümrük Vergisi
696,E.G.,İ Ci,Örneğin (Kısaltılmışı)
697,Each,İiç,Her Her Biri
698,Eager,İigır,İstekli
699,Ear,İır,Kulak
700,Early,Örli,Erken
701,Earn,Örn,Para Kazanmak
702,Earnest,Örnıst,Ciddi
703,Earth,Örth,1.Dünya 2.Toprak 3.Toprak Parçası
704,Ease,İiz,Kolaylık
705,East,İist,Doğu
706,Easy,İizi,Kolay
707,Eat,İit,Yemek Yemek
708,Echo,Ekou,Eko Akis
709,Economical,İkınomikl,Ekonomik
710,Edge,Ec,Kenar
711,Editor,Editır,Editör
712,Educate,Ecukeyt,Eğitim
713,Effect,Ifekt,Etki
714,Desk,Desk,Sıra Masa
715,Despair,Dıspeır,Ümitsizlik
716,Dessert,Dızört,Tatlı (Yiyecek)
717,Destroy,Dıstroy,Yıkmak
718,Destruction,Dıstrakşın,Yıkım
719,Detail,Diteyl,Ayrıntı Detay
720,Determined,Dıtörmind,Azimli
721,Develop,Dıvelop,Gelişmek Büyümek Resim Basmak
722,Development,Dıvelopmınt,Gelişme
723,Devil,Devl,Şeytan
724,Dial,Dayıl,1.Gösterge 2.Telefon Etmek
725,Diamond,Daymınd,1.Elmas 2.Karo (Kağıt Oyunlarında)
726,Diary,Dayri,Günlük Ajanda
727,Dictator,Dıkteytır,Diktatör
728,Dictionary,Dikşınri,Sözlük
729,Die,Day,Ölmek
730,Difference,Difrıns,Ayırım Fark
731,Different,Dıfrınt,Farklı
732,Difficult,Dıfıkılt,Zor
733,Dig,Dig,Kazmak
734,Dinner,Dinır,Akşam Yemeği
735,Efficient,Ifışınt,Etkin İyi Çalışan
736,Effort,Efıt,Efor
737,Egg,Eg,Yumurta
738,Either.....Or....,Aydır ... Or,Ya.....Ya.....
739,Elastic,Ilestik,Elastik
740,Elbow,Elbou,Dirsek
741,Elder,Eldır,Yaşlı (Daha Yaşlı)
742,Elect,Ilekt,Seçmek
743,Election,Ilekşın,Seçim
744,Electricity,Ilektrisiti,Elektrik
745,Elegant,Elıgınt,Şık
746,Elementary,Elımentri,Temel Başlangıç İçin
747,Elephant,Elıfınt,Fil
748,Else,Els,Daha Başka
749,Elsewhere,Elsver,Başka Bir Yer
750,Embassy,Embısi,BüyükelçilikS.No,English,Pronunciation,Turkish
